"CustomerID","Recency","Frequency","Monetary","R_Seq","F_Seq","M_Seq","RFM_Score_Seq","Segment_Seq","R_Ind","F_Ind","M_Ind","RFM_Score_Ind","Segment_Ind"
"14702",41,2,5.1,4,3,1,431,"Loyal Customers",4,4,1,441,"Loyal Customers"
"14709",73,2,36.7,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"14711",71,3,8.71,3,5,1,351,"Loyal Customers",3,5,1,351,"Loyal Customers"
"14713",13,3,33.7,5,4,2,542,"Loyal Customers",5,5,4,554,"Champions"
"14715",185,1,13.05,1,2,2,122,"Lost Customers",1,2,2,122,"Lost Customers"
"14716",34,1,6.84,4,1,1,411,"Potential Customers",4,2,1,421,"Potential Customers"
"14719",65,1,4.25,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14730",118,2,6.37,2,5,1,251,"Potential Customers",2,4,1,241,"Potential Customers"
"14731",98,1,4.95,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"14732",106,2,36.9,2,5,2,252,"Potential Customers",2,4,4,244,"Potential Customers"
"14733",90,3,138.4,3,5,5,355,"Loyal Customers",3,5,5,355,"Loyal Customers"
"14735",82,4,151,3,5,5,355,"Loyal Customers",3,5,5,355,"Loyal Customers"
"14758",30,3,61.7,4,4,4,444,"Champions",4,5,5,455,"Champions"
"14762",149,1,5.04,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14766",54,1,5.04,4,2,2,422,"Potential Customers",4,2,1,421,"Potential Customers"
"14769",27,3,71.45,4,4,4,444,"Champions",4,5,5,455,"Champions"
"14770",210,1,17.7,1,2,3,123,"Lost Customers",1,2,3,123,"Lost Customers"
"14775",23,1,6.96,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14779",210,1,2.85,1,2,1,121,"Lost Customers",1,2,1,121,"Lost Customers"
"14794",147,1,17.7,1,2,3,123,"Lost Customers",1,2,3,123,"Lost Customers"
"14795",52,1,23.85,4,2,5,425,"Potential Customers",4,2,3,423,"Potential Customers"
"14796",23,9,88.92,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"14798",197,1,10.2,1,3,2,132,"Potential Customers",1,2,2,122,"Lost Customers"
"14800",77,2,21.95,3,4,1,341,"Loyal Customers",3,4,3,343,"Loyal Customers"
"14803",48,1,4.95,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"14808",38,3,62.16,4,4,4,444,"Champions",4,5,5,455,"Champions"
"14810",126,2,16.75,2,5,1,251,"Potential Customers",2,4,2,242,"Potential Customers"
"14817",163,1,25.3,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"14818",55,1,29.88,4,2,5,425,"Potential Customers",4,2,3,423,"Potential Customers"
"14823",66,2,12.35,3,4,1,341,"Loyal Customers",3,4,2,342,"Loyal Customers"
"14825",184,1,53.31,1,3,5,135,"Potential Customers",1,2,4,124,"Lost Customers"
"14834",126,1,17,2,2,3,223,"Lost Customers",2,2,2,222,"Lost Customers"
"14844",9,2,27.7,5,3,1,531,"Loyal Customers",5,4,3,543,"Loyal Customers"
"14849",5,4,119.2,5,5,3,553,"Loyal Customers",5,5,5,555,"Champions"
"14850",198,1,25.2,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"14851",142,1,10.08,2,2,2,222,"Lost Customers",2,2,2,222,"Lost Customers"
"14852",63,2,29.94,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"14854",55,2,98.76,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"14862",34,1,15,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"14868",47,1,15,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"14880",71,1,25.08,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"14883",49,1,8.5,4,2,2,422,"Potential Customers",4,2,1,421,"Potential Customers"
"14888",93,1,16.5,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"14890",139,1,19.8,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14895",68,3,146.9,3,5,5,355,"Loyal Customers",3,5,5,355,"Loyal Customers"
"14901",8,1,12.48,5,1,2,512,"Potential Customers",5,2,2,522,"Potential Customers"
"14903",10,3,40.27,5,4,3,543,"Loyal Customers",5,5,4,554,"Champions"
"14911",5,40,1134.38,5,5,5,555,"Champions",5,5,5,555,"Champions"
"14912",132,1,86.16,2,2,5,225,"Lost Customers",2,2,5,225,"Lost Customers"
"14913",159,1,20.04,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"14916",35,2,41.94,4,3,3,433,"Loyal Customers",4,4,4,444,"Champions"
"14921",87,1,40.2,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"14930",160,1,79.44,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"14935",184,1,408,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"14936",61,2,80.1,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"14944",103,1,19.92,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"14948",105,1,17.7,2,2,3,223,"Lost Customers",2,2,3,223,"Lost Customers"
"14952",92,1,35.7,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"14958",33,2,116.4,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"14959",101,2,18.15,2,5,1,251,"Potential Customers",2,4,3,243,"Potential Customers"
"14961",40,2,21.7,4,3,3,433,"Loyal Customers",4,4,3,443,"Loyal Customers"
"14963",69,1,1.65,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"14964",133,1,2.55,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14972",14,1,5.95,5,1,1,511,"Potential Customers",5,2,1,521,"Potential Customers"
"14976",160,1,1.95,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"14978",176,2,23.85,1,5,4,154,"Potential Customers",1,4,3,143,"Potential Customers"
"14988",97,1,1.25,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"14995",166,1,7.95,1,3,2,132,"Potential Customers",1,2,1,121,"Lost Customers"
"14997",64,1,6.84,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15004",33,1,4.18,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15005",34,10,59.82,4,5,3,453,"Loyal Customers",4,5,4,454,"Champions"
"15007",45,1,15,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"15019",152,1,5.15,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15021",42,2,7.08,4,3,1,431,"Loyal Customers",4,4,1,441,"Loyal Customers"
"15023",20,3,30.48,5,4,2,542,"Loyal Customers",5,5,3,553,"Loyal Customers"
"15027",54,2,166.5,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"15033",45,3,51.35,4,4,3,443,"Loyal Customers",4,5,4,454,"Champions"
"15034",118,2,37.15,2,5,3,253,"Potential Customers",2,4,4,244,"Potential Customers"
"15036",63,1,1.65,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"15038",73,2,10.45,3,4,1,341,"Loyal Customers",3,4,2,342,"Loyal Customers"
"15039",35,14,594.69,4,5,5,455,"Champions",4,5,5,455,"Champions"
"15041",56,1,2.08,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15044",22,4,59.7,5,5,2,552,"Loyal Customers",5,5,4,554,"Champions"
"15046",59,2,89.4,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"15048",106,1,3.05,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"15051",36,1,2.55,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15053",42,1,0.65,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15058",129,2,11.15,2,5,1,251,"Potential Customers",2,4,2,242,"Potential Customers"
"15059",56,2,11.76,4,3,2,432,"Loyal Customers",4,4,2,442,"Loyal Customers"
"15061",26,3,319.2,5,4,5,545,"Champions",5,5,5,555,"Champions"
"15065",50,2,105.45,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"15067",168,1,18,1,3,3,133,"Potential Customers",1,2,3,123,"Lost Customers"
"15069",65,1,25.5,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"15071",161,1,122.4,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"15073",72,1,62.3,3,2,5,325,"Potential Customers",3,2,5,325,"Potential Customers"
"15078",43,4,78.8,4,5,4,454,"Champions",4,5,5,455,"Champions"
"15081",94,1,15,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15089",14,1,51.3,5,1,5,515,"Potential Customers",5,2,4,524,"Potential Customers"
"15090",195,1,15,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15093",174,1,12.5,1,3,2,132,"Potential Customers",1,2,2,122,"Lost Customers"
"15106",27,1,14.85,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"15108",27,1,17.7,4,2,4,424,"Potential Customers",4,2,3,423,"Potential Customers"
"15114",131,1,11.9,2,2,2,222,"Lost Customers",2,2,2,222,"Lost Customers"
"15116",20,1,30,5,1,4,514,"Potential Customers",5,2,3,523,"Potential Customers"
"15120",19,1,19.9,5,1,3,513,"Potential Customers",5,2,3,523,"Potential Customers"
"15122",90,1,10.5,3,2,2,322,"Potential Customers",3,2,2,322,"Potential Customers"
"15124",77,1,7.8,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15125",34,4,377.62,4,5,5,455,"Champions",4,5,5,455,"Champions"
"15128",54,1,15,4,2,4,424,"Potential Customers",4,2,2,422,"Potential Customers"
"15134",13,1,15,5,1,2,512,"Potential Customers",5,2,2,522,"Potential Customers"
"15140",1,2,148.56,5,3,5,535,"Loyal Customers",5,4,5,545,"Champions"
"15144",41,3,145.7,4,5,5,455,"Champions",4,5,5,455,"Champions"
"15146",50,2,32.46,4,3,3,433,"Loyal Customers",4,4,4,444,"Champions"
"15150",14,3,62.8,5,4,4,544,"Champions",5,5,5,555,"Champions"
"15152",9,3,61.2,5,4,4,544,"Champions",5,5,5,555,"Champions"
"15157",40,1,9.12,4,2,3,423,"Potential Customers",4,2,1,421,"Potential Customers"
"15159",22,3,143.94,5,4,5,545,"Champions",5,5,5,555,"Champions"
"15163",78,1,69.3,3,2,5,325,"Potential Customers",3,2,5,325,"Potential Customers"
"15167",207,1,6.9,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15184",76,1,17,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15187",98,1,39,2,2,5,225,"Lost Customers",2,2,4,224,"Lost Customers"
"15189",9,2,86.52,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"15192",5,2,87.7,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"15194",12,2,48.36,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"15197",138,1,15.3,2,2,3,223,"Lost Customers",2,2,2,222,"Lost Customers"
"15198",10,1,17.4,5,2,3,523,"Potential Customers",5,2,2,522,"Potential Customers"
"15201",133,1,25,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"15203",22,2,44.8,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"15205",13,1,6.96,5,2,1,521,"Potential Customers",5,2,1,521,"Potential Customers"
"15214",69,1,17.7,3,2,3,323,"Potential Customers",3,2,3,323,"Potential Customers"
"15218",205,1,25.2,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"15220",89,1,24.96,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"15228",181,1,50.4,1,3,5,135,"Potential Customers",1,2,4,124,"Lost Customers"
"15235",103,3,41.7,2,5,3,253,"Potential Customers",2,5,4,254,"Potential Customers"
"15240",127,2,50.4,2,5,3,253,"Potential Customers",2,4,4,244,"Potential Customers"
"15241",78,1,35.04,3,2,4,324,"Potential Customers",3,2,4,324,"Potential Customers"
"15245",20,3,97,5,4,5,545,"Champions",5,5,5,555,"Champions"
"15246",124,1,12.6,2,2,3,223,"Lost Customers",2,2,2,222,"Lost Customers"
"15249",13,4,80.7,5,5,2,552,"Loyal Customers",5,5,5,555,"Champions"
"15252",69,1,19.8,3,2,3,323,"Potential Customers",3,2,3,323,"Potential Customers"
"15253",55,1,14.85,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"15258",54,1,24.9,4,2,5,425,"Potential Customers",4,2,3,423,"Potential Customers"
"15260",72,2,51.9,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15265",37,2,89.46,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"15288",150,1,7.8,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15289",23,1,20.04,5,2,4,524,"Potential Customers",5,2,3,523,"Potential Customers"
"15290",44,1,17.7,4,2,4,424,"Potential Customers",4,2,3,423,"Potential Customers"
"15291",66,2,103.5,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"15296",98,1,50.5,2,2,5,225,"Lost Customers",2,2,4,224,"Lost Customers"
"15298",211,1,22.74,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"15301",33,2,81.4,4,3,5,435,"Loyal Customers",4,4,5,445,"Champions"
"15308",160,1,17.7,1,3,3,133,"Potential Customers",1,2,3,123,"Lost Customers"
"15311",2,19,789.45,5,5,5,555,"Champions",5,5,5,555,"Champions"
"15314",85,1,12.6,3,2,2,322,"Potential Customers",3,2,2,322,"Potential Customers"
"15321",178,1,63,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"15334",42,2,12.45,4,3,2,432,"Loyal Customers",4,4,2,442,"Loyal Customers"
"15346",219,1,10.2,1,3,2,132,"Potential Customers",1,2,2,122,"Lost Customers"
"15349",44,2,12.45,4,3,2,432,"Loyal Customers",4,4,2,442,"Loyal Customers"
"15353",140,1,2.9,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"15356",41,4,39.7,4,5,2,452,"Loyal Customers",4,5,4,454,"Champions"
"15358",6,6,166.9,5,5,4,554,"Champions",5,5,5,555,"Champions"
"15370",89,2,53.7,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15373",1,3,36.25,5,4,2,542,"Loyal Customers",5,5,4,554,"Champions"
"15376",3,2,50.44,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"15382",70,2,85.38,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"15386",72,1,5.04,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"15394",90,1,41.6,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"15402",82,1,15.9,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15406",188,1,3.75,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15410",58,3,84.9,4,5,4,454,"Champions",4,5,5,455,"Champions"
"15411",10,1,15,5,2,2,522,"Potential Customers",5,2,2,522,"Potential Customers"
"15412",57,1,6.6,4,2,2,422,"Potential Customers",4,2,1,421,"Potential Customers"
"15416",168,1,25.5,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"15421",101,1,31.8,2,2,5,225,"Lost Customers",2,2,3,223,"Lost Customers"
"15436",120,1,15.35,2,2,3,223,"Lost Customers",2,2,2,222,"Lost Customers"
"15438",17,1,7.55,5,2,1,521,"Potential Customers",5,2,1,521,"Potential Customers"
"15448",199,1,15,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15449",71,1,19.92,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"15453",55,2,4.1,4,3,1,431,"Loyal Customers",4,4,1,441,"Loyal Customers"
"15465",126,1,102,2,2,5,225,"Lost Customers",2,2,5,225,"Lost Customers"
"15467",38,1,19.5,4,2,4,424,"Potential Customers",4,2,3,423,"Potential Customers"
"15469",6,1,10.2,5,2,2,522,"Potential Customers",5,2,2,522,"Potential Customers"
"15482",136,1,31,2,2,5,225,"Lost Customers",2,2,3,223,"Lost Customers"
"15483",152,1,0.42,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15491",104,1,20.4,2,2,4,224,"Lost Customers",2,2,3,223,"Lost Customers"
"15493",35,3,21.85,4,5,1,451,"Loyal Customers",4,5,3,453,"Loyal Customers"
"15494",7,1,21.66,5,2,4,524,"Potential Customers",5,2,3,523,"Potential Customers"
"15498",57,6,184.73,4,5,5,455,"Champions",4,5,5,455,"Champions"
"15502",9,2,89.52,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"15507",57,1,16.5,4,2,4,424,"Potential Customers",4,2,2,422,"Potential Customers"
"15508",75,4,27.64,3,5,2,352,"Loyal Customers",3,5,3,353,"Loyal Customers"
"15513",97,2,257,2,5,5,255,"Potential Customers",2,4,5,245,"Potential Customers"
"15514",111,1,4.15,2,2,1,221,"Lost Customers",2,2,1,221,"Lost Customers"
"15518",45,3,40.45,4,5,2,452,"Loyal Customers",4,5,4,454,"Champions"
"15521",34,1,10.5,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"15527",68,2,35.6,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15528",140,1,6.65,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"15529",28,4,69.57,4,5,3,453,"Loyal Customers",4,5,5,455,"Champions"
"15532",17,1,5.5,5,2,1,521,"Potential Customers",5,2,1,521,"Potential Customers"
"15535",59,2,7.6,3,4,1,341,"Loyal Customers",3,4,1,341,"Loyal Customers"
"15537",49,1,3.25,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15544",97,2,29.7,2,5,2,252,"Potential Customers",2,4,3,243,"Potential Customers"
"15547",80,5,48.45,3,5,3,353,"Loyal Customers",3,5,4,354,"Loyal Customers"
"15549",203,1,39.55,1,3,4,134,"Potential Customers",1,2,4,124,"Lost Customers"
"15550",188,1,15.3,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15552",103,1,8.85,2,2,2,222,"Lost Customers",2,2,1,221,"Lost Customers"
"15554",163,1,15,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15555",44,5,21.13,4,5,1,451,"Loyal Customers",4,5,3,453,"Loyal Customers"
"15563",86,1,10,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15570",27,3,32.75,5,4,2,542,"Loyal Customers",5,5,4,554,"Champions"
"15572",134,1,6.6,2,3,1,231,"Potential Customers",2,2,1,221,"Lost Customers"
"15581",113,1,1.95,2,3,1,231,"Potential Customers",2,2,1,221,"Lost Customers"
"15584",48,1,1.65,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15585",62,1,49.56,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"15596",213,1,31.8,1,3,4,134,"Potential Customers",1,2,3,123,"Lost Customers"
"15601",8,4,100.7,5,5,3,553,"Loyal Customers",5,5,5,555,"Champions"
"15605",138,1,17,2,3,3,233,"Potential Customers",2,2,2,222,"Lost Customers"
"15609",70,1,15,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15615",7,5,248.2,5,5,4,554,"Champions",5,5,5,555,"Champions"
"15622",111,1,11.4,2,3,2,232,"Potential Customers",2,2,2,222,"Lost Customers"
"15624",2,1,17.7,5,2,4,524,"Potential Customers",5,2,3,523,"Potential Customers"
"15625",121,1,70.5,2,3,5,235,"Potential Customers",2,2,5,225,"Lost Customers"
"15632",7,2,35.4,5,3,2,532,"Loyal Customers",5,4,4,544,"Champions"
"15640",10,3,133.5,5,4,5,545,"Champions",5,5,5,555,"Champions"
"15641",168,1,38.3,1,3,4,134,"Potential Customers",1,2,4,124,"Lost Customers"
"15644",52,3,27.22,4,5,1,451,"Loyal Customers",4,5,3,453,"Loyal Customers"
"15655",129,1,15,2,3,3,233,"Potential Customers",2,2,2,222,"Lost Customers"
"15660",21,1,15,5,2,3,523,"Potential Customers",5,2,2,522,"Potential Customers"
"15665",54,2,63.75,4,3,4,434,"Loyal Customers",4,4,5,445,"Champions"
"15673",42,3,42.09,4,5,2,452,"Loyal Customers",4,5,4,454,"Champions"
"15674",101,1,36.3,2,3,5,235,"Potential Customers",2,2,4,224,"Lost Customers"
"15675",41,1,8.4,4,2,2,422,"Potential Customers",4,2,1,421,"Potential Customers"
"15681",166,1,7.8,1,3,2,132,"Potential Customers",1,2,1,121,"Lost Customers"
"15696",164,2,21.45,1,5,3,153,"Potential Customers",1,4,3,143,"Potential Customers"
"15700",59,1,8.3,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15704",26,2,76.8,5,3,4,534,"Loyal Customers",5,4,5,545,"Champions"
"15708",24,2,46.68,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"15712",174,1,15,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15716",87,2,26.27,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"15719",12,6,89.35,5,5,3,553,"Loyal Customers",5,5,5,555,"Champions"
"15722",73,1,6.6,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15727",218,1,9.9,1,3,2,132,"Potential Customers",1,2,1,121,"Lost Customers"
"15737",75,2,34.65,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15738",156,1,54.08,1,3,5,135,"Potential Customers",1,2,4,124,"Lost Customers"
"15749",219,1,4921.5,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"15750",56,2,43.53,4,4,3,443,"Loyal Customers",4,4,4,444,"Champions"
"15752",1,4,21.55,5,5,1,551,"Loyal Customers",5,5,3,553,"Loyal Customers"
"15755",121,1,20.4,2,3,4,234,"Potential Customers",2,2,3,223,"Lost Customers"
"15756",99,2,5.2,2,5,1,251,"Potential Customers",2,4,1,241,"Potential Customers"
"15757",103,1,37.12,2,3,5,235,"Potential Customers",2,2,4,224,"Lost Customers"
"15764",70,2,33.3,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15769",41,1,370,4,2,5,425,"Potential Customers",4,2,5,425,"Potential Customers"
"15785",83,1,19.92,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"15791",90,1,40.8,3,2,5,325,"Potential Customers",3,2,4,324,"Potential Customers"
"15796",189,1,5.1,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15799",71,1,4,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"15804",17,3,38.25,5,4,2,542,"Loyal Customers",5,5,4,554,"Champions"
"15805",72,2,49.52,3,4,3,343,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15808",193,1,45.45,1,3,4,134,"Potential Customers",1,2,4,124,"Lost Customers"
"15809",189,1,15.3,1,3,3,133,"Potential Customers",1,2,2,122,"Lost Customers"
"15810",183,1,34.3,1,3,4,134,"Potential Customers",1,2,4,124,"Lost Customers"
"15811",91,1,16.5,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15812",75,1,6.3,3,2,2,322,"Potential Customers",3,2,1,321,"Potential Customers"
"15813",125,1,14.85,2,3,2,232,"Potential Customers",2,2,2,222,"Lost Customers"
"15815",26,1,15.12,5,2,3,523,"Potential Customers",5,2,2,522,"Potential Customers"
"15819",162,1,5.04,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15825",58,1,58,4,2,5,425,"Potential Customers",4,2,4,424,"Potential Customers"
"15826",96,1,15.6,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15827",69,3,48.7,3,5,3,353,"Loyal Customers",3,5,4,354,"Loyal Customers"
"15829",26,1,9,5,2,2,522,"Potential Customers",5,2,1,521,"Potential Customers"
"15832",140,1,17.88,2,3,3,233,"Potential Customers",2,2,3,223,"Lost Customers"
"15834",51,2,26.15,4,4,2,442,"Loyal Customers",4,4,3,443,"Loyal Customers"
"15835",217,1,11.7,1,3,2,132,"Potential Customers",1,2,2,122,"Lost Customers"
"15838",7,2,398.56,5,3,5,535,"Loyal Customers",5,4,5,545,"Champions"
"15839",34,1,39.9,4,2,5,425,"Potential Customers",4,2,4,424,"Potential Customers"
"15852",83,1,3.72,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"15854",94,2,190.61,3,4,5,345,"Loyal Customers",3,4,5,345,"Loyal Customers"
"15855",92,1,13.52,3,2,3,323,"Potential Customers",3,2,2,322,"Potential Customers"
"15856",89,4,116.93,3,5,4,354,"Loyal Customers",3,5,5,355,"Loyal Customers"
"15858",176,1,8.24,1,3,2,132,"Potential Customers",1,2,1,121,"Lost Customers"
"15860",138,1,11.9,2,3,2,232,"Potential Customers",2,2,2,222,"Lost Customers"
"15861",20,2,19.8,5,3,1,531,"Loyal Customers",5,4,3,543,"Loyal Customers"
"15865",99,1,15.54,2,3,3,233,"Potential Customers",2,2,2,222,"Lost Customers"
"15867",69,3,38.65,3,5,2,352,"Loyal Customers",3,5,4,354,"Loyal Customers"
"15874",103,3,128.2,2,5,5,255,"Potential Customers",2,5,5,255,"Potential Customers"
"15889",42,1,9.45,4,2,3,423,"Potential Customers",4,2,1,421,"Potential Customers"
"15891",112,1,28.5,2,3,4,234,"Potential Customers",2,2,3,223,"Lost Customers"
"15903",182,1,10.08,1,3,2,132,"Potential Customers",1,2,2,122,"Lost Customers"
"15907",62,1,1.25,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"15910",203,1,3.75,1,3,1,131,"Potential Customers",1,2,1,121,"Lost Customers"
"15918",76,2,51.27,3,4,4,344,"Loyal Customers",3,4,4,344,"Loyal Customers"
"15920",40,1,5,4,2,1,421,"Potential Customers",4,2,1,421,"Potential Customers"
"15932",51,3,74.4,4,5,4,454,"Champions",4,5,5,455,"Champions"
"15939",113,2,244.08,2,5,5,255,"Potential Customers",2,4,5,245,"Potential Customers"
"15955",6,2,109.2,5,3,5,535,"Loyal Customers",5,4,5,545,"Champions"
"15970",190,1,49.8,1,3,5,135,"Potential Customers",1,2,4,124,"Lost Customers"
"15974",70,2,29.76,3,4,2,342,"Loyal Customers",3,4,3,343,"Loyal Customers"
"15981",198,1,67.5,1,3,5,135,"Potential Customers",1,2,5,125,"Lost Customers"
"15985",9,2,54.3,5,3,3,533,"Loyal Customers",5,4,4,544,"Champions"
"15987",85,1,23.4,3,2,4,324,"Potential Customers",3,2,3,323,"Potential Customers"
"15998",57,2,12.56,4,4,1,441,"Loyal Customers",4,4,2,442,"Loyal Customers"
"16005",68,1,2.08,3,2,1,321,"Potential Customers",3,2,1,321,"Potential Customers"
"16006",97,1,23.1,2,3,4,234,"Potential Customers",2,2,3,223,"Lost Customers"
"16007",66,2,10.49,3,4,1,341,"Loyal Customers",3,4,2,342,"Loyal Customers"
"16009",45,1,14.75,4,2,3,423,"Potential Customers",4,2,2,422,"Potential Customers"
"16010",131,1,38.35,2,3,5,235,"Potential Customers",2,2,4,224,"Lost Customers"
"16011",30,4,47.2,4,5,2,452,"Loyal Customers",4,5,4,454,"Champions"
"16012",14,1,1.65,5,2,1,521,"Potential Customers",5,2,1,521,"Potential Customers"
"16014",38,2,10.85,4,4,1,441,"Loyal Customers",4,4,2,442,"Loyal Customers"
"16016",112,1,3.95,2,3,1,231,"Potential Customers",2,2,1,221,"Lost Customers"
"16022",146,1,5.8,2,3,1,231,"Potential Customers",2,2,1,221,"Lost Customers"
"16027",104,1,19.9,2,3,4,234,"Potential Customers",2,2,3,223,"Lost Customers"
